X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,course,speed,magvar,geoidheight,name,cmt,desc,src,url,urlname,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
7.04096583,50.75027539,0,0,79,106.283,2020/12/13 15:29:46+00,,1.47,,,,,,,,,,,,,,,,,
7.04094662,50.75027604,0,0,80,105.974,2020/12/13 15:29:47+00,,1.26,,,,,,,,,,,,,,,,,
7.0409243,50.75027643,0,0,81,106.106,2020/12/13 15:29:48+00,,1.46,,,,,,,,,,,,,,,,,
7.04090424,50.75027869,0,0,82,106.599,2020/12/13 15:29:49+00,,1.44,,,,,,,,,,,,,,,,,
7.04088334,50.75028134,0,0,83,106.884,2020/12/13 15:29:50+00,,1.48,,,,,,,,,,,,,,,,,
7.04086243,50.75028244,0,0,84,106.868,2020/12/13 15:29:51+00,,1.45,,,,,,,,,,,,,,,,,
7.04083751,50.75028258,0,0,85,106.979,2020/12/13 15:29:52+00,,1.54,,,,,,,,,,,,,,,,,
7.04081098,50.75028009,0,0,86,107.03,2020/12/13 15:29:53+00,,1.69,,,,,,,,,,,,,,,,,
7.04078511,50.7502807,0,0,87,107.368,2020/12/13 15:29:54+00,,1.61,,,,,,,,,,,,,,,,,
7.04075988,50.75028061,0,0,88,107.191,2020/12/13 15:29:55+00,,1.7,,,,,,,,,,,,,,,,,
7.04073766,50.75027891,0,0,89,107.034,2020/12/13 15:29:56+00,,1.56,,,,,,,,,,,,,,,,,
7.04071394,50.75027646,0,0,90,106.8,2020/12/13 15:29:57+00,,1.58,,,,,,,,,,,,,,,,,
7.04069115,50.75027532,0,0,91,106.743,2020/12/13 15:29:58+00,,1.51,,,,,,,,,,,,,,,,,
7.0406671,50.75027492,0,0,92,107.035,2020/12/13 15:29:59+00,,1.49,,,,,,,,,,,,,,,,,
7.04064435,50.75027498,0,0,93,107.006,2020/12/13 15:30:00+00,,1.5,,,,,,,,,,,,,,,,,
7.04062171,50.75027386,0,0,94,107.026,2020/12/13 15:30:01+00,,1.53,,,,,,,,,,,,,,,,,
7.04059966,50.75027257,0,0,95,106.943,2020/12/13 15:30:02+00,,1.53,,,,,,,,,,,,,,,,,
7.04057724,50.75027081,0,0,96,107.004,2020/12/13 15:30:03+00,,1.6,,,,,,,,,,,,,,,,,
7.04055605,50.75026931,0,0,97,107.087,2020/12/13 15:30:04+00,,1.47,,,,,,,,,,,,,,,,,
7.04053359,50.75026784,0,0,98,107.164,2020/12/13 15:30:05+00,,1.48,,,,,,,,,,,,,,,,,
7.04051163,50.75026602,0,0,99,107.307,2020/12/13 15:30:06+00,,1.42,,,,,,,,,,,,,,,,,
7.04048758,50.75026328,0,0,100,107.53,2020/12/13 15:30:07+00,,1.48,,,,,,,,,,,,,,,,,
7.04046396,50.75026268,0,0,101,107.417,2020/12/13 15:30:08+00,,1.53,,,,,,,,,,,,,,,,,
7.04044101,50.75026327,0,0,102,107.728,2020/12/13 15:30:09+00,,1.49,,,,,,,,,,,,,,,,,
7.04041743,50.75026049,0,0,103,107.796,2020/12/13 15:30:10+00,,1.54,,,,,,,,,,,,,,,,,
7.04039635,50.75026143,0,0,104,107.755,2020/12/13 15:30:11+00,,1.37,,,,,,,,,,,,,,,,,
7.0403745,50.75026272,0,0,105,107.419,2020/12/13 15:30:12+00,,1.38,,,,,,,,,,,,,,,,,
7.04034975,50.75026459,0,0,106,107.677,2020/12/13 15:30:13+00,,1.55,,,,,,,,,,,,,,,,,
7.04032671,50.75026661,0,0,107,107.766,2020/12/13 15:30:14+00,,1.39,,,,,,,,,,,,,,,,,
7.04030274,50.75027056,0,0,108,107.953,2020/12/13 15:30:15+00,,1.49,,,,,,,,,,,,,,,,,
7.04027901,50.75027326,0,0,109,107.913,2020/12/13 15:30:16+00,,1.53,,,,,,,,,,,,,,,,,
7.04025844,50.75027759,0,0,110,107.796,2020/12/13 15:30:17+00,,1.5,,,,,,,,,,,,,,,,,
7.04023959,50.75028358,0,0,111,107.817,2020/12/13 15:30:18+00,,1.45,,,,,,,,,,,,,,,,,
7.04021831,50.75028969,0,0,112,108.105,2020/12/13 15:30:19+00,,1.47,,,,,,,,,,,,,,,,,
7.04020104,50.75029779,0,0,113,108.322,2020/12/13 15:30:20+00,,1.47,,,,,,,,,,,,,,,,,
7.04018152,50.75030439,0,0,114,107.993,2020/12/13 15:30:21+00,,1.46,,,,,,,,,,,,,,,,,
7.04017647,50.75031665,0,0,115,108.214,2020/12/13 15:30:22+00,,1.62,,,,,,,,,,,,,,,,,
7.04017095,50.75032895,0,0,116,108.268,2020/12/13 15:30:23+00,,1.59,,,,,,,,,,,,,,,,,
7.04016754,50.7503427,0,0,117,108.258,2020/12/13 15:30:24+00,,1.7,,,,,,,,,,,,,,,,,
7.04017026,50.75035736,0,0,118,108.096,2020/12/13 15:30:25+00,,1.6,,,,,,,,,,,,,,,,,
7.04016851,50.75037167,0,0,119,108.002,2020/12/13 15:30:26+00,,1.54,,,,,,,,,,,,,,,,,
7.04016462,50.75038642,0,0,120,107.884,2020/12/13 15:30:27+00,,1.54,,,,,,,,,,,,,,,,,
7.04016271,50.75040138,0,0,121,108.092,2020/12/13 15:30:28+00,,1.57,,,,,,,,,,,,,,,,,
7.04016196,50.75041704,0,0,122,108.478,2020/12/13 15:30:29+00,,1.64,,,,,,,,,,,,,,,,,
7.04016197,50.75043223,0,0,123,108.42,2020/12/13 15:30:30+00,,1.53,,,,,,,,,,,,,,,,,
7.04016225,50.75044743,0,0,124,108.402,2020/12/13 15:30:31+00,,1.48,,,,,,,,,,,,,,,,,
7.04016232,50.75046287,0,0,125,108.441,2020/12/13 15:30:32+00,,1.56,,,,,,,,,,,,,,,,,
7.04016415,50.75047806,0,0,126,108.113,2020/12/13 15:30:33+00,,1.56,,,,,,,,,,,,,,,,,
7.04016326,50.75049366,0,0,127,108.093,2020/12/13 15:30:34+00,,1.61,,,,,,,,,,,,,,,,,
7.04015886,50.75050795,0,0,128,108.533,2020/12/13 15:30:35+00,,1.55,,,,,,,,,,,,,,,,,
7.04015646,50.75052141,0,0,129,108.865,2020/12/13 15:30:36+00,,1.54,,,,,,,,,,,,,,,,,
7.04015388,50.75053611,0,0,130,109.163,2020/12/13 15:30:37+00,,1.56,,,,,,,,,,,,,,,,,
7.0401492,50.75055001,0,0,131,109.201,2020/12/13 15:30:38+00,,1.6,,,,,,,,,,,,,,,,,
7.04014628,50.75056343,0,0,132,109.35,2020/12/13 15:30:39+00,,1.55,,,,,,,,,,,,,,,,,
7.04015433,50.7505773,0,0,133,109.222,2020/12/13 15:30:40+00,,1.71,,,,,,,,,,,,,,,,,
7.04015574,50.75059264,0,0,134,108.829,2020/12/13 15:30:41+00,,1.57,,,,,,,,,,,,,,,,,
7.04015793,50.750609,0,0,135,108.717,2020/12/13 15:30:42+00,,1.64,,,,,,,,,,,,,,,,,
7.0401588,50.75062576,0,0,136,108.786,2020/12/13 15:30:43+00,,1.66,,,,,,,,,,,,,,,,,
7.04015863,50.75064137,0,0,137,109.05,2020/12/13 15:30:44+00,,1.57,,,,,,,,,,,,,,,,,
7.04015963,50.75065685,0,0,138,108.846,2020/12/13 15:30:45+00,,1.61,,,,,,,,,,,,,,,,,
7.04015945,50.75067171,0,0,139,108.843,2020/12/13 15:30:46+00,,1.63,,,,,,,,,,,,,,,,,
7.04015522,50.75068555,0,0,140,108.533,2020/12/13 15:30:47+00,,1.53,,,,,,,,,,,,,,,,,
7.04015058,50.75070056,0,0,141,108.713,2020/12/13 15:30:48+00,,1.67,,,,,,,,,,,,,,,,,
7.04014582,50.75071609,0,0,142,109.066,2020/12/13 15:30:49+00,,1.6,,,,,,,,,,,,,,,,,
7.04014248,50.75073184,0,0,143,109.452,2020/12/13 15:30:50+00,,1.63,,,,,,,,,,,,,,,,,
7.04014091,50.75074736,0,0,144,109.464,2020/12/13 15:30:51+00,,1.65,,,,,,,,,,,,,,,,,
7.04013844,50.75076164,0,0,145,109.006,2020/12/13 15:30:52+00,,1.53,,,,,,,,,,,,,,,,,
7.0401381,50.750777,0,0,146,108.88,2020/12/13 15:30:53+00,,1.54,,,,,,,,,,,,,,,,,
7.04013821,50.75079307,0,0,147,109.049,2020/12/13 15:30:54+00,,1.63,,,,,,,,,,,,,,,,,
7.04014,50.75080937,0,0,148,109.199,2020/12/13 15:30:55+00,,1.62,,,,,,,,,,,,,,,,,
7.04013789,50.75082567,0,0,149,109.404,2020/12/13 15:30:56+00,,1.66,,,,,,,,,,,,,,,,,
7.04013544,50.75084201,0,0,150,109.197,2020/12/13 15:30:57+00,,1.6,,,,,,,,,,,,,,,,,
7.0401283,50.75085743,0,0,151,109.022,2020/12/13 15:30:58+00,,1.63,,,,,,,,,,,,,,,,,
7.04012236,50.75087403,0,0,152,109.172,2020/12/13 15:30:59+00,,1.76,,,,,,,,,,,,,,,,,
7.04011692,50.75089013,0,0,153,109.031,2020/12/13 15:31:00+00,,1.69,,,,,,,,,,,,,,,,,
7.04011424,50.75090494,0,0,154,108.771,2020/12/13 15:31:01+00,,1.67,,,,,,,,,,,,,,,,,
7.04011176,50.75092014,0,0,155,108.806,2020/12/13 15:31:02+00,,1.6,,,,,,,,,,,,,,,,,
7.04010694,50.75093566,0,0,156,108.713,2020/12/13 15:31:03+00,,1.66,,,,,,,,,,,,,,,,,
7.04009782,50.75094923,0,0,157,108.535,2020/12/13 15:31:04+00,,1.71,,,,,,,,,,,,,,,,,
7.04008894,50.75096277,0,0,158,108.615,2020/12/13 15:31:05+00,,1.76,,,,,,,,,,,,,,,,,
7.04007981,50.75097619,0,0,159,108.729,2020/12/13 15:31:06+00,,1.59,,,,,,,,,,,,,,,,,
7.0400707,50.75099059,0,0,160,108.617,2020/12/13 15:31:07+00,,1.63,,,,,,,,,,,,,,,,,
7.04006527,50.75100501,0,0,161,108.595,2020/12/13 15:31:08+00,,1.66,,,,,,,,,,,,,,,,,
7.04005778,50.75101971,0,0,162,108.449,2020/12/13 15:31:09+00,,1.55,,,,,,,,,,,,,,,,,
7.04004744,50.75103517,0,0,163,108.219,2020/12/13 15:31:10+00,,1.71,,,,,,,,,,,,,,,,,
7.04003895,50.75104998,0,0,164,108.132,2020/12/13 15:31:11+00,,1.64,,,,,,,,,,,,,,,,,
7.04002626,50.7510634,0,0,165,108.058,2020/12/13 15:31:12+00,,1.65,,,,,,,,,,,,,,,,,
7.04001461,50.75107756,0,0,166,107.872,2020/12/13 15:31:13+00,,1.65,,,,,,,,,,,,,,,,,
7.04000449,50.75109195,0,0,167,107.979,2020/12/13 15:31:14+00,,1.64,,,,,,,,,,,,,,,,,
7.03998959,50.75110429,0,0,168,107.874,2020/12/13 15:31:15+00,,1.71,,,,,,,,,,,,,,,,,
7.03997771,50.75111624,0,0,169,107.768,2020/12/13 15:31:16+00,,1.65,,,,,,,,,,,,,,,,,
7.03996658,50.75112743,0,0,170,107.577,2020/12/13 15:31:17+00,,1.62,,,,,,,,,,,,,,,,,
7.03995661,50.75113929,0,0,171,107.465,2020/12/13 15:31:18+00,,1.61,,,,,,,,,,,,,,,,,
7.0399439,50.75115123,0,0,172,107.431,2020/12/13 15:31:19+00,,1.67,,,,,,,,,,,,,,,,,
7.03992931,50.75116266,0,0,173,107.307,2020/12/13 15:31:20+00,,1.68,,,,,,,,,,,,,,,,,
7.03991444,50.75117307,0,0,174,107.334,2020/12/13 15:31:21+00,,1.65,,,,,,,,,,,,,,,,,
7.03990021,50.75118345,0,0,175,107.352,2020/12/13 15:31:22+00,,1.64,,,,,,,,,,,,,,,,,
7.03988613,50.75119374,0,0,176,107.423,2020/12/13 15:31:23+00,,1.63,,,,,,,,,,,,,,,,,
7.03987177,50.75120465,0,0,177,107.258,2020/12/13 15:31:24+00,,1.64,,,,,,,,,,,,,,,,,
7.03985595,50.75121571,0,0,178,107.066,2020/12/13 15:31:25+00,,1.56,,,,,,,,,,,,,,,,,
7.03984012,50.75122706,0,0,179,107.065,2020/12/13 15:31:26+00,,1.6,,,,,,,,,,,,,,,,,
7.03982185,50.75123836,0,0,180,107.224,2020/12/13 15:31:27+00,,1.7,,,,,,,,,,,,,,,,,
7.03980496,50.75124873,0,0,181,107.191,2020/12/13 15:31:28+00,,1.63,,,,,,,,,,,,,,,,,
7.03978632,50.75125703,0,0,182,107.24,2020/12/13 15:31:29+00,,1.65,,,,,,,,,,,,,,,,,
7.03976699,50.75126389,0,0,183,107.463,2020/12/13 15:31:30+00,,1.51,,,,,,,,,,,,,,,,,
7.03974485,50.7512698,0,0,184,107.502,2020/12/13 15:31:31+00,,1.52,,,,,,,,,,,,,,,,,
7.03972185,50.7512768,0,0,185,107.569,2020/12/13 15:31:32+00,,1.53,,,,,,,,,,,,,,,,,
7.03970003,50.75128429,0,0,186,107.698,2020/12/13 15:31:33+00,,1.52,,,,,,,,,,,,,,,,,
7.03967061,50.75128717,0,0,187,107.908,2020/12/13 15:31:34+00,,1.74,,,,,,,,,,,,,,,,,
7.03964525,50.75128925,0,0,188,107.644,2020/12/13 15:31:35+00,,1.56,,,,,,,,,,,,,,,,,
7.03962441,50.75129661,0,0,189,107.823,2020/12/13 15:31:36+00,,1.54,,,,,,,,,,,,,,,,,
7.03960081,50.75130227,0,0,190,107.961,2020/12/13 15:31:37+00,,1.58,,,,,,,,,,,,,,,,,
7.03958022,50.75131052,0,0,191,107.437,2020/12/13 15:31:38+00,,1.5,,,,,,,,,,,,,,,,,
7.03955856,50.75131796,0,0,192,107.123,2020/12/13 15:31:39+00,,1.59,,,,,,,,,,,,,,,,,
7.03953821,50.75132603,0,0,193,106.7,2020/12/13 15:31:40+00,,1.63,,,,,,,,,,,,,,,,,
7.03951772,50.75133281,0,0,194,106.636,2020/12/13 15:31:41+00,,1.57,,,,,,,,,,,,,,,,,
7.03949522,50.75133782,0,0,195,106.7,2020/12/13 15:31:42+00,,1.58,,,,,,,,,,,,,,,,,
7.03947478,50.75134448,0,0,196,106.795,2020/12/13 15:31:43+00,,1.61,,,,,,,,,,,,,,,,,
7.03945404,50.75135062,0,0,197,106.534,2020/12/13 15:31:44+00,,1.54,,,,,,,,,,,,,,,,,
7.03943337,50.7513576,0,0,198,106.492,2020/12/13 15:31:45+00,,1.66,,,,,,,,,,,,,,,,,
7.03941346,50.75136595,0,0,199,105.945,2020/12/13 15:31:46+00,,1.67,,,,,,,,,,,,,,,,,
7.03939327,50.75137372,0,0,200,105.716,2020/12/13 15:31:47+00,,1.58,,,,,,,,,,,,,,,,,
7.03937175,50.75138165,0,0,201,105.499,2020/12/13 15:31:48+00,,1.67,,,,,,,,,,,,,,,,,
7.03935093,50.7513879,0,0,202,105.608,2020/12/13 15:31:49+00,,1.65,,,,,,,,,,,,,,,,,
7.03932843,50.75139244,0,0,203,105.541,2020/12/13 15:31:50+00,,1.61,,,,,,,,,,,,,,,,,
7.03930807,50.75139735,0,0,204,105.459,2020/12/13 15:31:51+00,,1.47,,,,,,,,,,,,,,,,,
7.03928691,50.7514023,0,0,205,105.246,2020/12/13 15:31:52+00,,1.55,,,,,,,,,,,,,,,,,
7.03926967,50.75140911,0,0,206,105.156,2020/12/13 15:31:53+00,,1.6,,,,,,,,,,,,,,,,,
7.03925058,50.75141447,0,0,207,105.165,2020/12/13 15:31:54+00,,1.55,,,,,,,,,,,,,,,,,
7.039231,50.75141956,0,0,208,105.052,2020/12/13 15:31:55+00,,1.51,,,,,,,,,,,,,,,,,
7.03920965,50.75142568,0,0,209,104.859,2020/12/13 15:31:56+00,,1.63,,,,,,,,,,,,,,,,,
7.03918704,50.75143003,0,0,210,105.133,2020/12/13 15:31:57+00,,1.62,,,,,,,,,,,,,,,,,
7.03916611,50.75143794,0,0,211,104.918,2020/12/13 15:31:58+00,,1.67,,,,,,,,,,,,,,,,,
7.03914686,50.75144468,0,0,212,105.158,2020/12/13 15:31:59+00,,1.58,,,,,,,,,,,,,,,,,
7.03912693,50.7514502,0,0,213,105.165,2020/12/13 15:32:00+00,,1.59,,,,,,,,,,,,,,,,,
7.03910913,50.75145833,0,0,214,104.74,2020/12/13 15:32:01+00,,1.54,,,,,,,,,,,,,,,,,
7.03908938,50.75146608,0,0,215,104.531,2020/12/13 15:32:02+00,,1.53,,,,,,,,,,,,,,,,,
7.03907179,50.75147572,0,0,216,104.203,2020/12/13 15:32:03+00,,1.55,,,,,,,,,,,,,,,,,
7.03905628,50.75148611,0,0,217,103.954,2020/12/13 15:32:04+00,,1.54,,,,,,,,,,,,,,,,,
7.03903837,50.75149569,0,0,218,103.8,2020/12/13 15:32:05+00,,1.57,,,,,,,,,,,,,,,,,
7.03902301,50.75150669,0,0,219,103.836,2020/12/13 15:32:06+00,,1.56,,,,,,,,,,,,,,,,,
7.03901418,50.75151953,0,0,220,103.327,2020/12/13 15:32:07+00,,1.55,,,,,,,,,,,,,,,,,
7.03900414,50.75153164,0,0,221,103.29,2020/12/13 15:32:08+00,,1.56,,,,,,,,,,,,,,,,,
7.03899255,50.75154607,0,0,222,103.333,2020/12/13 15:32:09+00,,1.59,,,,,,,,,,,,,,,,,
7.03898171,50.7515606,0,0,223,103.216,2020/12/13 15:32:10+00,,1.55,,,,,,,,,,,,,,,,,
7.03897107,50.75157508,0,0,224,103.258,2020/12/13 15:32:11+00,,1.59,,,,,,,,,,,,,,,,,
7.03896138,50.7515863,0,0,225,102.669,2020/12/13 15:32:12+00,,1.23,,,,,,,,,,,,,,,,,
7.03895167,50.75159973,0,0,226,101.996,2020/12/13 15:32:13+00,,1.59,,,,,,,,,,,,,,,,,
7.0389376,50.75161337,0,0,227,101.385,2020/12/13 15:32:14+00,,1.72,,,,,,,,,,,,,,,,,
7.03892674,50.75162685,0,0,228,101.96,2020/12/13 15:32:15+00,,1.55,,,,,,,,,,,,,,,,,
7.03891501,50.75164019,0,0,229,101.989,2020/12/13 15:32:16+00,,1.59,,,,,,,,,,,,,,,,,
7.03890348,50.75165361,0,0,230,102.462,2020/12/13 15:32:17+00,,1.63,,,,,,,,,,,,,,,,,
7.03889369,50.75166704,0,0,231,102.523,2020/12/13 15:32:18+00,,1.6,,,,,,,,,,,,,,,,,
7.03888558,50.75168075,0,0,232,102.814,2020/12/13 15:32:19+00,,1.61,,,,,,,,,,,,,,,,,
